sequence,track_id,team_id,is_goalie,is_referee,is_candidate,n_seen,n_feat,left_hits,right_hits,edge_ratio,score,combined,rarity,vote_a,vote_b,vote_total,vote_margin,side,std_x_ratio,std_y_ratio,motion_ok,decision_confidence,reason_code,mean_x_ratio,mean_y_ratio,mean_w_ratio,mean_h_ratio,team_p70,fused_spatial_a,fused_spatial_b,fused_neighbor_a,fused_neighbor_b,fused_appearance_a,fused_appearance_b,fused_score_a,fused_score_b
triunfazo_millos,11,1,0,0,0,70,70,0,70,1.0,0.0,0.0,0.0,0,0,0,0.0,right,0.0,0.0,0,0.0,,0.983805,0.44181,0.016169,0.073141,0.184119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,12,0,0,0,0,94,93,0,22,0.234043,0.0,0.0,0.0,0,0,0,0.0,right,0.0,0.0,0,0.0,,0.854739,0.446882,0.017902,0.066959,0.179236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,13,1,0,0,0,122,122,0,24,0.196721,0.0,0.0,0.0,0,0,0,0.0,right,0.0,0.0,0,0.0,,0.748195,0.468232,0.020022,0.069607,0.184119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,14,0,0,0,0,134,133,0,29,0.216418,0.0,0.0,0.0,0,0,0,0.0,right,0.0,0.0,0,0.0,,0.697558,0.334756,0.014228,0.051986,0.179236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,15,1,0,0,0,324,324,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.666255,0.477003,0.020233,0.066599,0.184119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,16,-1,0,0,0,4,4,0,4,1.0,0.0,0.0,0.0,0,0,0,0.0,right,0.0,0.0,0,0.0,,0.990067,0.763786,0.01983,0.104138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,17,0,0,0,0,9,8,0,9,1.0,0.0,0.0,0.0,0,0,0,0.0,right,0.0,0.0,0,0.0,,0.984023,0.842055,0.022055,0.10159,0.179236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,18,1,0,0,0,9,9,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.332162,0.25825,0.0118,0.042802,0.184119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,20,-1,0,0,0,6,6,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.34446,0.259131,0.010851,0.041809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,24,-1,0,0,0,6,6,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.33232,0.253799,0.01105,0.041755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,31,0,0,0,0,570,570,52,0,0.091228,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.227838,0.609274,0.023176,0.082805,0.179236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,60,-2,0,0,0,37,37,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.647327,0.257813,0.010539,0.038312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,66,-1,0,0,0,4,4,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.688961,0.259678,0.010756,0.040907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,67,0,0,0,0,335,335,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.589024,0.259527,0.010754,0.039256,0.179236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,68,0,0,0,0,443,443,0,64,0.14447,0.0,0.0,0.0,0,0,0,0.0,right,0.0,0.0,0,0.0,,0.715223,0.329993,0.014059,0.051917,0.179236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,71,0,0,0,0,412,412,0,129,0.313107,0.0,0.0,0.0,0,0,0,0.0,right,0.0,0.0,0,0.0,,0.675878,0.570548,0.022534,0.077957,0.179236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,73,1,0,0,0,401,401,144,0,0.359102,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.167701,0.708152,0.029242,0.092439,0.184119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,74,1,0,0,0,54,51,0,54,1.0,0.0,0.0,0.0,0,0,0,0.0,right,0.0,0.0,0,0.0,,0.955638,0.663869,0.028708,0.08095,0.184119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,78,-1,0,0,0,7,7,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.475254,0.629789,0.026573,0.083277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,80,1,0,0,0,340,340,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.44734,0.684755,0.025523,0.088056,0.184119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,81,0,0,0,0,339,339,0,21,0.061947,0.0,0.0,0.0,0,0,0,0.0,right,0.0,0.0,0,0.0,,0.625247,0.516236,0.021043,0.076513,0.179236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,83,1,0,0,0,8,8,0,8,1.0,0.0,0.0,0.0,0,0,0,0.0,right,0.0,0.0,0,0.0,,0.906931,0.631773,0.035628,0.084176,0.184119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,85,0,0,0,0,15,15,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.815577,0.981666,0.025634,0.03677,0.179236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,86,1,0,0,0,329,329,0,6,0.018237,0.0,0.0,0.0,0,0,0,0.0,right,0.0,0.0,0,0.0,,0.75616,0.49399,0.020816,0.074921,0.184119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,91,-1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.837841,0.60229,0.038856,0.088629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,92,-1,0,0,0,1,1,1,0,1.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.004524,0.460507,0.00839,0.058256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,93,0,0,0,0,20,20,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.756673,0.974494,0.026781,0.050257,0.179236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,95,-1,0,0,0,19,0,0,19,1.0,0.0,0.0,0.0,0,0,0,0.0,right,0.0,0.0,0,0.0,,0.995898,0.486122,0.007656,0.06907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,96,-1,0,0,0,8,0,0,8,1.0,0.0,0.0,0.0,0,0,0,0.0,right,0.0,0.0,0,0.0,,0.994385,0.968419,0.010568,0.059754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,98,0,0,0,0,84,75,0,84,1.0,0.0,0.0,0.0,0,0,0,0.0,right,0.0,0.0,0,0.0,,0.965724,0.94558,0.025916,0.104815,0.179236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,100,0,0,0,0,53,47,0,53,1.0,0.0,0.0,0.0,0,0,0,0.0,right,0.0,0.0,0,0.0,,0.980289,0.475122,0.017707,0.06832,0.179236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,102,1,0,0,0,180,180,0,180,1.0,0.0,0.0,0.0,0,0,0,0.0,right,0.0,0.0,0,0.0,,0.923175,0.394529,0.019046,0.065159,0.184119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,103,0,0,0,0,25,25,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.843806,0.984405,0.024142,0.029814,0.179236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,105,-2,0,0,0,88,88,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.587135,0.248065,0.010152,0.038057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,114,-1,0,0,0,5,5,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.25599,0.241708,0.011645,0.047717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,117,0,0,0,0,85,85,0,85,1.0,0.0,0.0,0.0,0,0,0,0.0,right,0.0,0.0,0,0.0,,0.947798,0.919286,0.028599,0.105069,0.179236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,121,-1,0,0,0,2,2,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.572014,0.244135,0.011358,0.038207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,123,0,0,0,0,18,18,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.216637,0.266581,0.011483,0.046239,0.179236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,125,1,0,0,0,28,28,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.338902,0.239866,0.010458,0.044345,0.184119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,128,-1,0,0,0,7,7,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.597151,0.371266,0.015719,0.056704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,131,1,0,0,0,42,41,0,42,1.0,0.0,0.0,0.0,0,0,0,0.0,right,0.0,0.0,0,0.0,,0.936759,0.921439,0.035766,0.112271,0.184119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,137,0,0,0,0,12,12,12,0,1.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.058023,0.343215,0.017559,0.047895,0.179236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,139,-1,0,0,0,3,3,3,0,1.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.034242,0.339868,0.016508,0.053918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,140,-1,0,1,0,39,39,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.639614,0.256268,0.010579,0.039435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,144,-2,0,0,0,14,14,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.521715,0.533909,0.016918,0.07967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,145,-1,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.217134,0.292016,0.012716,0.047576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,147,-1,0,0,0,2,2,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.407056,0.306433,0.13684,0.360993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,157,-1,0,0,0,2,2,0,2,1.0,0.0,0.0,0.0,0,0,0,0.0,right,0.0,0.0,0,0.0,,0.957514,0.849748,0.07773,0.290087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,163,-1,0,0,0,4,4,4,0,1.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.020774,0.642085,0.036803,0.255076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,165,0,0,0,0,8,8,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.437574,0.307588,0.062462,0.261847,0.179236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,169,-1,0,0,0,7,7,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.510086,0.499968,0.119554,0.256693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,172,-1,0,0,0,5,5,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.439601,0.363914,0.109018,0.343719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,174,-1,0,0,0,5,5,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.465121,0.263851,0.06868,0.264609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,177,1,0,0,0,8,8,4,0,0.5,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.138245,0.791526,0.081385,0.195795,0.184119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,180,-1,0,0,0,3,3,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.306461,0.523008,0.139837,0.305395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,184,-1,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.293018,0.88445,0.056359,0.230258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,187,-1,0,0,0,1,1,0,1,1.0,0.0,0.0,0.0,0,0,0,0.0,right,0.0,0.0,0,0.0,,0.966071,0.509839,0.066719,0.132414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,208,-1,0,0,0,7,7,7,0,1.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.049692,0.333252,0.090368,0.288472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,213,-1,0,0,0,3,3,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.510914,0.377227,0.093805,0.263282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,218,0,0,0,0,10,10,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.574671,0.443007,0.073397,0.326933,0.179236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,220,1,0,0,0,9,9,9,0,1.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.01415,0.589457,0.026725,0.249742,0.184119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,241,-1,0,0,0,5,5,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.519862,0.52361,0.081946,0.278164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,252,0,0,0,0,251,249,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.564679,0.611451,0.024959,0.086975,0.179236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,254,0,0,0,0,250,249,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.570667,0.686168,0.032048,0.093745,0.179236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,255,1,0,0,0,252,250,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.318596,0.49231,0.025088,0.080137,0.184119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,256,1,0,0,0,97,88,0,97,1.0,0.0,0.0,0.0,0,0,0,0.0,right,0.0,0.0,0,0.0,,0.968507,0.338494,0.013871,0.059317,0.184119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,257,0,0,0,0,250,249,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.367403,0.582764,0.023399,0.089278,0.179236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,258,0,0,0,0,252,249,39,0,0.154762,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.236609,0.451919,0.023709,0.075069,0.179236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,259,1,0,0,0,252,250,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.64677,0.587934,0.025909,0.087969,0.184119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,260,1,0,0,0,20,20,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.751782,0.287191,0.012278,0.051404,0.184119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,261,1,0,0,0,252,249,0,51,0.202381,0.0,0.0,0.0,0,0,0,0.0,right,0.0,0.0,0,0.0,,0.794259,0.424351,0.020953,0.07444,0.184119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,262,0,0,0,0,251,248,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.722149,0.453016,0.021177,0.076636,0.179236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,263,0,0,0,0,150,150,0,32,0.213333,0.0,0.0,0.0,0,0,0,0.0,right,0.0,0.0,0,0.0,,0.835704,0.357125,0.014554,0.057938,0.179236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,264,0,0,0,0,250,248,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.45863,0.40452,0.017798,0.07343,0.179236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,265,0,0,0,0,250,250,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.523142,0.259775,0.012563,0.049668,0.179236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,266,1,0,0,0,250,249,0,52,0.208,0.0,0.0,0.0,0,0,0,0.0,right,0.0,0.0,0,0.0,,0.686619,0.661047,0.026334,0.096399,0.184119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,267,0,0,0,0,251,249,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.755925,0.496756,0.021847,0.07839,0.179236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,268,-2,0,0,0,115,115,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.219053,0.232298,0.00986,0.036519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,271,0,0,0,0,9,9,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.765443,0.21899,0.008448,0.034488,0.179236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,273,1,0,0,0,240,239,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.453681,0.725754,0.033644,0.101895,0.184119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,275,1,0,0,0,183,182,0,69,0.377049,0.0,0.0,0.0,0,0,0,0.0,right,0.0,0.0,0,0.0,,0.858904,0.281851,0.014404,0.054964,0.184119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,276,-2,0,0,0,14,14,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.785658,0.21806,0.008451,0.035058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,278,-1,0,0,0,6,6,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.781036,0.218109,0.009068,0.035638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,280,0,0,0,0,8,8,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.81747,0.211684,0.009795,0.034661,0.179236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,283,-2,0,0,0,23,23,0,3,0.130435,0.0,0.0,0.0,0,0,0,0.0,right,0.0,0.0,0,0.0,,0.840882,0.825424,0.027156,0.13455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,287,-1,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.834842,0.209698,0.009876,0.035276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,294,-1,0,0,0,1,1,1,0,1.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.003629,0.220542,0.006093,0.031352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,296,-1,0,0,0,4,4,4,0,1.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.00629,0.385029,0.011738,0.065582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,300,0,0,0,0,34,34,34,0,1.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.06224,0.402384,0.029492,0.06422,0.179236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,301,-1,0,0,0,3,3,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.298104,0.207309,0.010266,0.038753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,306,-1,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.313436,0.206507,0.010093,0.036842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,308,-1,0,0,0,2,2,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.303054,0.487203,0.026271,0.079336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,309,-1,0,0,0,2,2,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.320995,0.203809,0.010674,0.037361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,313,-2,0,0,0,43,43,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.390674,0.193668,0.01039,0.038369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,315,0,0,0,0,13,13,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.753338,0.498428,0.023428,0.08054,0.179236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,318,-1,0,0,0,2,2,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.751644,0.46072,0.021217,0.080043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,321,0,0,0,0,29,29,10,0,0.344828,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.160853,0.424516,0.035427,0.054731,0.179236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,328,-2,0,0,0,49,49,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.451231,0.173932,0.010938,0.044205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,333,-1,0,0,0,2,2,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.639824,0.281712,0.016381,0.060453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,334,-1,0,0,0,10,0,10,0,1.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.013254,0.98692,0.024449,0.024702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,335,-1,0,0,0,5,5,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.656416,0.290458,0.016886,0.068397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,336,0,0,0,0,450,445,0,47,0.104444,0.0,0.0,0.0,0,0,0,0.0,right,0.0,0.0,0,0.0,,0.66292,0.863218,0.028172,0.095252,0.179236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,337,0,0,0,0,453,452,93,0,0.205298,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.326892,0.74986,0.0266,0.086838,0.179236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,338,1,0,0,0,279,278,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.36348,0.705757,0.024794,0.085113,0.184119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,339,1,0,0,0,227,227,0,62,0.273128,0.0,0.0,0.0,0,0,0,0.0,right,0.0,0.0,0,0.0,,0.774699,0.920938,0.029709,0.114526,0.184119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,340,1,0,0,0,453,452,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,left,0.0,0.0,0,0.0,,0.543716,0.90462,0.029297,0.099575,0.184119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,341,1,0,0,0,90,89,0,90,1.0,0.0,0.0,0.0,0,0,0,0.0,right,0.0,0.0,0,0.0,,0.960104,0.452557,0.016356,0.06765,0.184119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triunfazo_millos,342,0,0,0,0,104,100,0,104,1.0,0.0,0.0,0.0,0,0,0,0.0,right,0.0,0.0,0,0.0,,0.921585,0.647519,0.021299,0.081739,0.179236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
